1,900,2007
2,901,1909
3,,
4,,
5,902,2022
6,900,1913
7,944,1854
8,928,1832
9,956,1832
10,,
11,,
12,920,1850
13,909,2237
14,942,2011
15,911,1854
16,906,1919
17,,
18,,
19,900,2135
20,920,1810
21,901,2000
22,900,1928
23,914,1838
24,,
25,,
26,902,2146
27,908,1921
28,904,1938
29,901,1900
30,1222,1830
31,,
